Scheduled Delivery Date,Delivered to Client Date,Delivery Recorded Date,Vendor,Pack Price,Unit Price,Unit of Measure (Per Pack),Shipment Mode,Product Group,Manufacturing Site,Freight Cost (USD)
28-Sep-12,6-Oct-12,6-Oct-12,SCMS from RDC,2.44,0.04,60,Truck,ARV,Hetero Unit III Hyderabad IN,7504
28-Sep-12,6-Oct-12,6-Oct-12,SCMS from RDC,29.68,0.25,120,Truck,ARV,Mylan (formerly Matrix) Nashik,See DN-2838 (ID#:84188)
5-Oct-12,24-Sep-12,24-Sep-12,SCMS from RDC,5.36,0.18,30,Truck,ARV,Hetero Unit III Hyderabad IN,2175.07
29-Oct-12,1-Oct-12,1-Oct-12,SCMS from RDC,3.81,0.13,30,Truck,ARV,"Strides, Bangalore, India.",See DN-2861 (ID#:82513)
31-Oct-12,10-Oct-12,10-Oct-12,SCMS from RDC,2.42,0.04,60,Truck,ARV,Hetero Unit III Hyderabad IN,See DN-2862 (ID#:83083)
8-Nov-12,8-Nov-12,8-Nov-12,SCMS from RDC,3.64,0.12,30,Truck,ARV,"Aurobindo Unit III, India",3990
31-Oct-12,18-Oct-12,18-Oct-12,SCMS from RDC,2.42,0.04,60,Truck,ARV,Hetero Unit III Hyderabad IN,8443.89
30-Nov-12,31-Oct-12,31-Oct-12,SCMS from RDC,4.3,0.07,60,Truck,ARV,"Cipla, Goa, India",See DN-2883 (ID#:83630)
9-Nov-12,5-Nov-12,5-Nov-12,SCMS from RDC,2.95,0.05,60,Truck,ARV,"Strides, Bangalore, India.",6800.6
14-Dec-12,24-Oct-12,24-Oct-12,SCMS from RDC,2.1,0.01,240,Truck,ARV,"Aurobindo Unit III, India",See DN-2895 (ID#:82524)
6-Dec-12,29-Oct-12,29-Oct-12,SCMS from RDC,3.81,0.13,30,Air,ARV,"Aurobindo Unit III, India",2159.1
6-Nov-12,6-Nov-12,6-Nov-12,SCMS from RDC,7.72,0.13,60,Air,ARV,Hetero Unit III Hyderabad IN,15459.1
26-Nov-12,26-Nov-12,26-Nov-12,SCMS from RDC,2.95,0.05,60,Truck,ARV,Hetero Unit III Hyderabad IN,1900
17-Dec-12,17-Dec-12,17-Dec-12,SCMS from RDC,2.42,0.04,60,Truck,ARV,"Aurobindo Unit III, India",25636.2
14-Dec-12,13-Dec-12,13-Dec-12,SCMS from RDC,1.9,0.03,60,Truck,ARV,"Cipla, Goa, India",8043.57
11-Jan-13,11-Jan-13,11-Jan-13,SCMS from RDC,2.22,0.04,60,Truck,ARV,Hetero Unit III Hyderabad IN,See DN-2928 (ID#:83637)
11-Jan-13,11-Jan-13,11-Jan-13,SCMS from RDC,7.72,0.13,60,Truck,ARV,Hetero Unit III Hyderabad IN,See DN-2928 (ID#:83637)
11-Jan-13,11-Jan-13,11-Jan-13,SCMS from RDC,9.62,0.16,60,Truck,ARV,Hetero Unit III Hyderabad IN,4754.19
21-Dec-12,11-Dec-12,11-Dec-12,SCMS from RDC,7.72,0.13,60,Truck,ARV,Hetero Unit III Hyderabad IN,See DN-2940 (ID#:82529)
20-Dec-12,11-Dec-12,11-Dec-12,SCMS from RDC,2.3,0.04,60,Truck,ARV,"Cipla, Goa, India",9751.8
14-Dec-12,30-Nov-12,30-Nov-12,SCMS from RDC,3.64,0.12,30,Truck,ARV,"Strides, Bangalore, India.",See DN-2935 (ID#:83641)
28-Feb-13,25-Jan-13,25-Jan-13,SCMS from RDC,30.82,0.26,120,Truck,ARV,ABBVIE Ludwigshafen Germany,27350.2
6-Feb-13,6-Feb-13,6-Feb-13,SCMS from RDC,5.36,0.18,30,Air,ARV,Hetero Unit III Hyderabad IN,See DN-2961 (ID#:83098)
28-Feb-13,25-Jan-13,25-Jan-13,SCMS from RDC,26.7,0.22,120,Truck,ARV,Mylan (formerly Matrix) Nashik,See DN-2967 (ID#:84209)
31-Jan-13,1-Feb-13,1-Feb-13,SCMS from RDC,2.42,0.04,60,Air,ARV,"Aurobindo Unit III, India",4002.01
7-Feb-13,7-Feb-13,7-Feb-13,SCMS from RDC,12.11,0.4,30,Air,ARV,Mylan (formerly Matrix) Nashik,20994.85
5-Feb-13,5-Feb-13,5-Feb-13,SCMS from RDC,12.11,0.4,30,Truck,ARV,Mylan (formerly Matrix) Nashik,111318.14
11-Sep-13,11-Sep-13,11-Sep-13,SCMS from RDC,1.99,0.03,60,Air,ARV,Hetero Unit III Hyderabad IN,See DN-2981 (ID#:82538)
11-Feb-13,11-Feb-13,11-Feb-13,SCMS from RDC,4.81,0.16,30,Truck,ARV,Hetero Unit III Hyderabad IN,47389.63
11-Feb-13,11-Feb-13,11-Feb-13,SCMS from RDC,2.31,0.04,60,Truck,ARV,"Aurobindo Unit III, India",See DN-2989 (ID#:84216)
15-Mar-13,19-Feb-13,19-Feb-13,SCMS from RDC,13.69,0.46,30,Truck,ARV,Mylan (formerly Matrix) Nashik,6923.53
9-Apr-13,3-Jan-13,3-Jan-13,SCMS from RDC,4.7,0.08,60,Air,ARV,"Strides, Bangalore, India.",See DN-3014 (ID#:83655)
18-Mar-13,8-Aug-13,8-Aug-13,SCMS from RDC,2.26,0.04,60,Air,ARV,"Aurobindo Unit III, India",See DN-3017 (ID#:83108)
18-Mar-13,8-Aug-13,8-Aug-13,SCMS from RDC,8.58,0.14,60,Air,ARV,Hetero Unit III Hyderabad IN,See DN-3017 (ID#:83108)
18-Mar-13,8-Aug-13,8-Aug-13,SCMS from RDC,4.6,0.08,60,Air,ARV,"Aurobindo Unit III, India",See DN-3017 (ID#:83108)
18-Mar-13,8-Aug-13,8-Aug-13,SCMS from RDC,7.3,0.08,90,Air,ARV,"Strides, Bangalore, India.",See DN-3017 (ID#:83108)
28-Feb-13,28-Feb-13,28-Feb-13,SCMS from RDC,8.58,0.14,60,Truck,ARV,"Aurobindo Unit III, India",36857.21
18-Mar-13,7-Mar-13,7-Mar-13,SCMS from RDC,8.58,0.14,60,Air,ARV,"Cipla, Goa, India",See DN-3024 (ID#:83112)
4-Apr-13,7-Mar-13,7-Mar-13,SCMS from RDC,4.7,0.16,30,Air,ARV,Hetero Unit III Hyderabad IN,See DN-3025 (ID#:82546)
31-Mar-13,14-Mar-13,14-Mar-13,SCMS from RDC,12.11,0.4,30,Truck,ARV,Mylan (formerly Matrix) Nashik,See DN-3033 (ID#:83658)
31-Mar-13,14-Mar-13,14-Mar-13,SCMS from RDC,7.27,0.12,60,Truck,ARV,"Aurobindo Unit III, India",See DN-3033 (ID#:83658)
8-Mar-13,7-Mar-13,7-Mar-13,SCMS from RDC,8.58,0.14,60,Truck,ARV,"Cipla, Goa, India",25118.88
9-Apr-13,14-Mar-13,14-Mar-13,SCMS from RDC,1.32,0.02,60,Air,ARV,"Aurobindo Unit III, India",See DN-3015 (ID#:82554)
30-Apr-13,8-Mar-13,8-Mar-13,SCMS from RDC,24.76,0.21,120,Truck,ARV,"Aurobindo Unit III, India",See DN-3046 (ID#:83119)
15-Apr-13,23-Mar-13,23-Mar-13,SCMS from RDC,4.7,0.16,30,Truck,ARV,Hetero Unit III Hyderabad IN,49580.17
25-Jun-13,15-Mar-13,15-Mar-13,SCMS from RDC,2.26,0.04,60,Truck,ARV,"Aurobindo Unit III, India",12315.5
18-Apr-13,15-Mar-13,15-Mar-13,SCMS from RDC,1.85,0.01,240,Truck,ARV,"Aurobindo Unit III, India",See DN-3059 (ID#:82560)
13-Apr-13,13-Apr-13,13-Apr-13,SCMS from RDC,23.75,0.2,120,Air,ARV,ABBVIE Ludwigshafen Germany,5623.52
25-Apr-13,25-Apr-13,25-Apr-13,SCMS from RDC,13.96,0.47,30,Air,ARV,Mylan (formerly Matrix) Nashik,See DN-3069 (ID#:83124)
30-Apr-13,15-Apr-13,15-Apr-13,SCMS from RDC,13.69,0.46,30,Truck,ARV,Mylan (formerly Matrix) Nashik,33770.41
28-Mar-13,30-Mar-13,30-Mar-13,SCMS from RDC,8.58,0.14,60,Truck,ARV,"Cipla, Goa, India",See DN-3075 (ID#:83129)
31-May-13,14-May-13,14-May-13,SCMS from RDC,2.3,0.04,60,Truck,ARV,"Cipla, Goa, India",See DN-3101 (ID#:83672)
4-Jul-13,4-Jul-13,4-Jul-13,SCMS from RDC,4.04,0.13,30,Air,ARV,Mylan (formerly Matrix) Nashik,832.5
31-May-13,23-May-13,23-May-13,SCMS from RDC,24.76,0.21,120,Air,ARV,Mylan (formerly Matrix) Nashik,See DN-3118 (ID#:82569)
28-Jun-13,13-May-13,13-May-13,SCMS from RDC,6.07,0.2,30,Air,ARV,Mylan (formerly Matrix) Nashik,50626.6
30-Apr-13,17-Apr-13,17-Apr-13,SCMS from RDC,6.76,0.11,60,Air,ARV,"Aurobindo Unit III, India",2089
28-Jun-13,13-May-13,13-May-13,SCMS from RDC,6.07,0.2,30,Air,ARV,Hetero Unit III Hyderabad IN,See DN-3116 (ID#:84248)
30-Jun-13,9-May-13,9-May-13,SCMS from RDC,6.07,0.2,30,Air,ARV,Mylan (formerly Matrix) Nashik,See DN-3129 (ID#:83135)
21-May-13,3-May-13,3-May-13,SCMS from RDC,21.78,0.18,120,Air Charter,ARV,Mylan (formerly Matrix) Nashik,14547.55
6-May-13,29-Apr-13,29-Apr-13,SCMS from RDC,4.7,0.16,30,Truck,ARV,"Aurobindo Unit VII, IN",See DN-3131 (ID#:83136)
21-Jul-13,26-Jul-13,26-Jul-13,SCMS from RDC,3.33,0.11,30,Truck,ARV,"Hetero, Jadcherla, unit 5, IN",5496.08
30-Sep-13,29-Aug-13,29-Aug-13,SCMS from RDC,1.99,0.03,60,Truck,ARV,Hetero Unit III Hyderabad IN,1815.67
1-Aug-13,1-Aug-13,1-Aug-13,SCMS from RDC,2.1,0.01,240,Truck,ARV,"Aurobindo Unit III, India",See DN-3102 (ID#:82573)
1-Aug-13,1-Aug-13,1-Aug-13,SCMS from RDC,8.58,0.14,60,Truck,ARV,"Cipla, Goa, India",See DN-3102 (ID#:82573)
30-May-13,29-Apr-13,29-Apr-13,SCMS from RDC,4.7,0.16,30,Truck,ARV,"Aurobindo Unit VII, IN",9708.48
21-May-13,6-May-13,6-May-13,SCMS from RDC,2.26,0.04,60,Air Charter,ARV,"Aurobindo Unit III, India",See DN-3148 (ID#:82574)
23-Aug-13,14-May-13,14-May-13,SCMS from RDC,2.3,0.04,60,Truck,ARV,"Cipla, Goa, India",3592.8
21-May-13,10-May-13,10-May-13,SCMS from RDC,7.0,0.12,60,Air Charter,ARV,"Cipla, Goa, India",See DN-3171 (ID#:83685)
21-Aug-13,10-May-13,10-May-13,SCMS from RDC,4.6,0.08,60,Air Charter,ARV,"Aurobindo Unit III, India",20666.07
28-Jun-13,10-Jul-13,10-Jul-13,SCMS from RDC,10.52,0.35,30,Truck,ARV,Mylan (formerly Matrix) Nashik,13649.6
26-Jul-13,26-Jul-13,26-Jul-13,SCMS from RDC,4.7,0.16,30,Truck,ARV,"Aurobindo Unit VII, IN",Freight Included in Commodity Cost
21-May-13,29-May-13,29-May-13,SCMS from RDC,2.26,0.04,60,Air Charter,ARV,"Aurobindo Unit III, India",20761
4-Jun-13,29-May-13,29-May-13,SCMS from RDC,3.33,0.11,30,Air Charter,ARV,"Cipla, Goa, India",20761
31-May-13,28-May-13,28-May-13,SCMS from RDC,21.78,0.18,120,Air Charter,ARV,"Aurobindo Unit III, India",20761
18-Jul-13,23-Jul-13,23-Jul-13,SCMS from RDC,12.96,0.43,30,Truck,ARV,Mylan (formerly Matrix) Nashik,31401.08
31-Jul-13,6-Aug-13,6-Aug-13,SCMS from RDC,3.33,0.11,30,Truck,ARV,"Hetero, Jadcherla, unit 5, IN",11133.66
31-Jul-13,23-Jul-13,23-Jul-13,SCMS from RDC,10.52,0.35,30,Air,ARV,Hetero Unit III Hyderabad IN,2486.5
31-Jul-13,26-Aug-13,26-Aug-13,SCMS from RDC,8.26,0.14,60,Truck,ARV,Hetero Unit III Hyderabad IN,See DN-3237 (ID#:83700)
22-Jul-13,23-Jul-13,23-Jul-13,SCMS from RDC,3.3,0.06,60,Air Charter,ARV,"Cipla, Goa, India",Freight Included in Commodity Cost
31-Oct-13,23-Jul-13,23-Jul-13,SCMS from RDC,4.04,0.13,30,Truck,ARV,Mylan (formerly Matrix) Nashik,1478.35
28-Aug-13,8-Feb-14,11-Mar-14,SCMS from RDC,8.26,0.14,60,Air,ARV,Mylan (formerly Matrix) Nashik,See DN-3269 (ID#:83711)
6-Aug-13,22-Aug-13,22-Aug-13,SCMS from RDC,7.0,0.12,60,Truck,ARV,Hetero Unit III Hyderabad IN,20074.74
20-Sep-13,20-Sep-13,20-Sep-13,SCMS from RDC,10.52,0.35,30,Truck,ARV,Hetero Unit III Hyderabad IN,4529.65
30-Sep-13,28-Aug-13,28-Aug-13,SCMS from RDC,3.89,0.06,60,Truck,ARV,Mylan (formerly Matrix) Nashik,2751.09
22-Oct-13,22-Oct-13,11-Nov-13,SCMS from RDC,2.26,0.04,60,Truck,ARV,"Cipla, Goa, India",4356.75
22-Oct-13,22-Oct-13,11-Nov-13,SCMS from RDC,12.3,0.41,30,Truck,ARV,Mylan (formerly Matrix) Nashik,4356.75
16-Sep-13,23-Sep-13,23-Sep-13,SCMS from RDC,7.3,0.08,90,Truck,ARV,"Strides, Bangalore, India.",1026.49
21-Jan-14,21-Jan-14,29-Jan-14,SCMS from RDC,1.95,0.01,240,Air,ARV,"Aurobindo Unit III, India",24505
31-Oct-13,31-Oct-13,12-Nov-13,SCMS from RDC,3.33,0.11,30,Truck,ARV,"Hetero, Jadcherla, unit 5, IN",See DN-3318 (ID#:83716)
20-Nov-13,10-Sep-13,10-Sep-13,SCMS from RDC,11.46,0.19,60,Truck,ARV,"Aurobindo Unit III, India",10540.22
30-Sep-13,29-Oct-13,19-Nov-13,SCMS from RDC,20.22,0.17,120,Air,ARV,ABBVIE Ludwigshafen Germany,13508.98
30-Sep-13,9-Oct-13,1-Nov-13,SCMS from RDC,4.81,0.16,30,Truck,ARV,Hetero Unit III Hyderabad IN,12000
15-Oct-13,15-Oct-13,29-Oct-13,SCMS from RDC,1.45,0.01,240,Truck,ARV,"Aurobindo Unit III, India",4390.98
15-Oct-13,8-Nov-13,27-Nov-13,SCMS from RDC,20.22,0.17,120,Air,ARV,ABBVIE Ludwigshafen Germany,8604.7
29-Oct-13,16-Oct-13,29-Oct-13,SCMS from RDC,2.26,0.04,60,Air,ARV,Hetero Unit III Hyderabad IN,See DN-3349 (ID#:83720)
15-Nov-13,8-Oct-13,18-Oct-13,SCMS from RDC,6.25,0.1,60,Truck,ARV,Hetero Unit III Hyderabad IN,See DN-3350 (ID#:83165)
26-Nov-13,10-Oct-13,29-Oct-13,SCMS from RDC,7.0,0.12,60,Air,ARV,"Cipla, Goa, India",15181
31-Oct-13,4-Nov-13,6-Nov-13,SCMS from RDC,1.3,0.01,100,Truck,ARV,"Aurobindo Unit III, India",See DN-3347 (ID#:82611)
29-Nov-13,29-Nov-13,12-Dec-13,SCMS from RDC,2.26,0.04,60,Truck,ARV,"Cipla, Goa, India",See DN-3361 (ID#:83172)
31-Oct-13,22-Oct-13,19-Nov-13,SCMS from RDC,21.0,0.18,120,Truck,ARV,Mylan (formerly Matrix) Nashik,See DN-3371 (ID#:83174)
31-Oct-13,22-Oct-13,19-Nov-13,SCMS from RDC,8.26,0.14,60,Truck,ARV,"Cipla, Goa, India",See DN-3371 (ID#:83174)
24-Jan-14,24-Jan-14,17-Mar-14,SCMS from RDC,20.48,0.17,120,Truck,ARV,Mylan (formerly Matrix) Nashik,30981.39
29-Nov-13,29-Nov-13,23-Dec-13,SCMS from RDC,8.58,0.14,60,Truck,ARV,"Aurobindo Unit III, India",13380.52
26-Dec-13,16-Dec-13,17-Jan-14,SCMS from RDC,2.26,0.04,60,Truck,ARV,"Aurobindo Unit III, India",See DN-3401 (ID#:83180)
16-Dec-13,2-Dec-13,20-Dec-13,SCMS from RDC,11.46,0.19,60,Air,ARV,"Aurobindo Unit III, India",See DN-3418 (ID#:83182)
31-Dec-13,30-Nov-13,23-Dec-13,SCMS from RDC,5.87,0.2,30,Air,ARV,"Aurobindo Unit III, India",4523
29-Nov-13,5-Feb-14,24-Feb-14,SCMS from RDC,1.45,0.01,240,Truck,ARV,"Aurobindo Unit III, India",6638.3
31-Dec-13,2-Dec-13,20-Dec-13,SCMS from RDC,9.3,0.1,90,Air,ARV,"Strides, Bangalore, India.",See DN-3425 (ID#:82618)
31-Dec-13,26-Nov-13,5-Dec-13,SCMS from RDC,8.58,0.14,60,Air Charter,ARV,"Aurobindo Unit III, India",26340
31-Dec-13,13-Jan-14,29-Jan-14,SCMS from RDC,4.81,0.16,30,Truck,ARV,Hetero Unit III Hyderabad IN,10900
16-Dec-13,16-Dec-13,20-Jan-14,SCMS from RDC,3.89,0.06,60,Air,ARV,"Strides, Bangalore, India.",2431.36
24-Dec-13,27-Dec-13,17-Jan-14,SCMS from RDC,20.48,0.17,120,Air,ARV,Mylan (formerly Matrix) Nashik,5819.7
22-Jan-14,16-Dec-13,20-Jan-14,SCMS from RDC,4.7,0.16,30,Air,ARV,"Aurobindo Unit VII, IN",2431.39
15-Nov-13,22-Nov-13,21-Jan-14,SCMS from RDC,21.0,0.18,120,Air,ARV,Mylan (formerly Matrix) Nashik,771.9
31-Jan-14,10-Jan-14,15-Jan-14,SCMS from RDC,2.15,0.04,60,Air Charter,ARV,Mylan (formerly Matrix) Nashik,49199.75
28-Feb-14,25-Feb-14,7-Mar-14,SCMS from RDC,9.3,0.1,90,Truck,ARV,"Strides, Bangalore, India.",2737.75
22-Jan-14,11-Feb-14,13-Feb-14,SCMS from RDC,2.26,0.04,60,Air,ARV,"Aurobindo Unit III, India",6333
31-Jan-14,3-Feb-14,24-Feb-14,SCMS from RDC,4.7,0.16,30,Truck,ARV,Mylan (formerly Matrix) Nashik,See DN-3497 (ID#:82640)
31-Jan-14,18-Feb-14,4-Mar-14,SCMS from RDC,4.0,0.07,60,Air,ARV,"Aurobindo Unit III, India",3051.95
31-Jan-14,17-Feb-14,4-Mar-14,SCMS from RDC,4.0,0.07,60,Air,ARV,"Aurobindo Unit III, India",790.29
31-Jan-14,19-Feb-14,24-Feb-14,SCMS from RDC,11.36,0.19,60,Truck,ARV,"Aurobindo Unit III, India",See DN-3531 (ID#:83761)
28-Feb-14,19-Feb-14,19-Mar-14,SCMS from RDC,8.58,0.14,60,Truck,ARV,"Strides, Bangalore, India.",14509.09
28-Feb-14,10-Feb-14,19-Feb-14,SCMS from RDC,4.0,0.07,60,Air Charter,ARV,"Aurobindo Unit III, India",30936.1
28-Feb-14,10-Feb-14,19-Feb-14,SCMS from RDC,10.87,0.36,30,Air Charter,ARV,Mylan (formerly Matrix) Nashik,30936.1
15-Apr-14,28-Mar-14,4-Apr-14,SCMS from RDC,2.26,0.04,60,Truck,ARV,Hetero Unit III Hyderabad IN,See DN-3558 (ID#:83766)
30-May-14,19-May-14,26-Jun-14,SCMS from RDC,1.86,0.01,240,Air,ARV,"Aurobindo Unit III, India",See DN-3561 (ID#:82654)
28-Mar-14,28-Mar-14,4-Apr-14,SCMS from RDC,10.87,0.36,30,Truck,ARV,"Aurobindo Unit VII, IN",Freight Included in Commodity Cost
11-Apr-14,11-Apr-14,28-Apr-14,SCMS from RDC,6.73,0.11,60,Truck,ARV,Mylan (formerly Matrix) Nashik,23776.42
28-Mar-14,26-Mar-14,28-Apr-14,SCMS from RDC,2.1,0.01,240,Air,ARV,"Aurobindo Unit III, India",18607.76
31-Mar-14,24-Mar-14,4-Apr-14,SCMS from RDC,8.51,0.04,240,Truck,ARV,"Aurobindo Unit III, India",7300
28-Mar-14,2-Apr-14,14-Apr-14,SCMS from RDC,8.26,0.14,60,Truck,ARV,"Aurobindo Unit III, India",See DN-3579 (ID#:83217)
15-Apr-14,14-Apr-14,17-Apr-14,SCMS from RDC,8.26,0.14,60,Truck,ARV,"Aurobindo Unit III, India",See DN-3580 (ID#:83772)
15-Apr-14,14-Apr-14,17-Apr-14,SCMS from RDC,11.15,0.37,30,Truck,ARV,"Aurobindo Unit VII, IN",See DN-3580 (ID#:83772)
31-Mar-14,21-Mar-14,26-Mar-14,SCMS from RDC,20.07,0.17,120,Air,ARV,"Aurobindo Unit III, India",See DN-3581 (ID#:83219)
31-Mar-14,3-Apr-14,6-Jun-14,SCMS from RDC,7.0,0.12,60,Air,ARV,Mylan (formerly Matrix) Nashik,See DN-3585 (ID#:83223)
31-Mar-14,3-Apr-14,6-Jun-14,SCMS from RDC,2.1,0.01,240,Air,ARV,"Aurobindo Unit III, India",See DN-3585 (ID#:83223)
7-Apr-14,7-Apr-14,17-Apr-14,SCMS from RDC,10.87,0.36,30,Air,ARV,Mylan (formerly Matrix) Nashik,38560.67
30-Apr-14,14-Apr-14,22-May-14,SCMS from RDC,4.04,0.13,30,Truck,ARV,Mylan (formerly Matrix) Nashik,39329.03
6-May-14,17-Apr-14,2-May-14,SCMS from RDC,2.15,0.04,60,Air Charter,ARV,Mylan (formerly Matrix) Nashik,29674.91
30-Jun-14,14-Apr-14,6-Jun-14,SCMS from RDC,2.1,0.01,240,Air,ARV,"Aurobindo Unit III, India",See DN-3626 (ID#:83781)
3-Jun-14,3-Jun-14,11-Jun-14,SCMS from RDC,8.11,0.14,60,Truck,ARV,Hetero Unit III Hyderabad IN,See DN-3627 (ID#:83782)
14-Jun-14,24-Jun-14,14-Jul-14,SCMS from RDC,11.15,0.37,30,Truck,ARV,Hetero Unit III Hyderabad IN,See DN-3628 (ID#:83234)
30-Jun-14,25-Apr-14,13-May-14,SCMS from RDC,8.38,0.03,240,Air,ARV,"Aurobindo Unit III, India",892.96
5-May-14,6-May-14,20-Jun-14,SCMS from RDC,8.11,0.14,60,Truck,ARV,"Aurobindo Unit III, India",5445.73
5-May-14,6-Jun-14,20-Jun-14,SCMS from RDC,10.78,0.36,30,Truck,ARV,Mylan (formerly Matrix) Nashik,See DN-3642 (ID#:82668)
6-May-14,19-May-14,12-Jun-14,SCMS from RDC,4.64,0.15,30,Truck,ARV,Ranbaxy per Shasun Pharma Ltd,19564.23
15-Aug-14,15-Aug-14,5-Sep-14,SCMS from RDC,5.5,0.09,60,Air,ARV,"Aurobindo Unit III, India",3298.78
21-Apr-14,1-May-14,11-Jun-14,SCMS from RDC,13.52,0.45,30,Truck,ARV,Mylan (formerly Matrix) Nashik,See DN-3655 (ID#:83237)
31-Jul-14,25-Jul-14,5-Sep-14,SCMS from RDC,8.11,0.14,60,Truck,ARV,"Cipla, Goa, India",7048.57
27-Jun-14,6-Jul-14,5-Aug-14,SCMS from RDC,4.64,0.15,30,Truck,ARV,Hetero Unit III Hyderabad IN,34837.8
4-Jun-14,3-Jun-14,11-Jun-14,SCMS from RDC,2.1,0.01,240,Truck,ARV,"Aurobindo Unit III, India",32022.51
30-Jun-14,10-Jun-14,12-Jun-14,SCMS from RDC,5.74,0.19,30,Truck,ARV,Mylan (formerly Matrix) Nashik,5989.25
30-Jun-14,6-Jun-14,20-Jun-14,SCMS from RDC,11.89,0.4,30,Truck,ARV,Mylan (formerly Matrix) Nashik,12435.18
30-May-14,25-Jun-14,1-Jul-14,SCMS from RDC,20.04,0.17,120,Air,ARV,Mylan (formerly Matrix) Nashik,See DN-3712 (ID#:83795)
16-Jun-14,4-Jun-14,9-Jul-14,SCMS from RDC,19.71,0.16,120,Air,ARV,Mylan (formerly Matrix) Nashik,See DN-3739 (ID#:83804)
31-Jul-14,25-Jul-14,5-Sep-14,SCMS from RDC,2.49,0.04,60,Truck,ARV,Hetero Unit III Hyderabad IN,11701.65
31-Jul-14,25-Sep-14,6-Oct-14,SCMS from RDC,1.3,0.01,100,Air,ARV,"Aurobindo Unit III, India",See DN-3762 (ID#:82685)
29-Aug-14,23-Sep-14,17-Oct-14,SCMS from RDC,4.63,0.15,30,Truck,ARV,"Aurobindo Unit VII, IN",1966.09
30-Sep-14,8-Sep-14,19-Sep-14,SCMS from RDC,1.99,0.03,60,Truck,ARV,"Cipla, Goa, India",270.74
4-Sep-14,23-Sep-14,17-Oct-14,SCMS from RDC,6.52,0.11,60,Truck,ARV,Hetero Unit III Hyderabad IN,See DN-3877 (ID#:83254)
30-Jun-14,20-Jun-14,25-Jun-14,SCMS from RDC,4.09,0.07,60,Air Charter,ARV,Mylan (formerly Matrix) Nashik,28812.58
9-Jul-14,9-Jul-14,7-Aug-14,SCMS from RDC,13.52,0.45,30,Truck,ARV,"Cipla, Patalganga, India",22.29
15-Jul-14,9-Jul-14,7-Aug-14,SCMS from RDC,1.99,0.03,60,Truck,ARV,Mylan (formerly Matrix) Nashik,2286.63
31-Jul-14,25-Jul-14,1-Aug-14,SCMS from RDC,8.11,0.14,60,Air,ARV,Hetero Unit III Hyderabad IN,994.25
31-Dec-14,14-Aug-14,15-Aug-14,SCMS from RDC,8.5,0.04,240,Truck,ARV,"Aurobindo Unit III, India",2282.79
30-Sep-14,29-Aug-14,8-Sep-14,SCMS from RDC,5.74,0.19,30,Air,ARV,"Aurobindo Unit III, India",See DN-3817 (ID#:83822)
14-Jul-14,3-Sep-14,6-Oct-14,SCMS from RDC,4.09,0.07,60,Truck,ARV,"Aurobindo Unit III, India",1765.18
30-Nov-14,29-Jun-14,4-Aug-14,SCMS from RDC,1.99,0.03,60,Truck,ARV,Mylan (formerly Matrix) Nashik,7500
30-Sep-14,29-Jun-14,4-Aug-14,SCMS from RDC,4.63,0.15,30,Truck,ARV,Hetero Unit III Hyderabad IN,See DN-3825 (ID#:82702)
24-Sep-14,28-Oct-14,4-Dec-14,SCMS from RDC,2.18,0.04,60,Air,ARV,Hetero Unit III Hyderabad IN,See DN-3836 (ID#:83825)
31-Jul-14,15-Jul-14,17-Jul-14,SCMS from RDC,20.22,0.17,120,Truck,ARV,ABBVIE Ludwigshafen Germany,2676
30-Sep-14,30-Jul-14,5-Sep-14,SCMS from RDC,19.71,0.16,120,Air,ARV,Mylan (formerly Matrix) Nashik,See DN-3844 (ID#:82710)
29-Aug-14,5-Nov-14,7-Nov-14,SCMS from RDC,2.49,0.04,60,Truck,ARV,"Strides, Bangalore, India.",See DN-3828 (ID#:82713)
31-Jul-14,23-Sep-14,6-Oct-14,SCMS from RDC,11.23,0.19,60,Truck,ARV,Mylan (formerly Matrix) Nashik,635.95
29-Aug-14,23-Sep-14,6-Oct-14,SCMS from RDC,4.63,0.15,30,Truck,ARV,"Cipla, Kurkumbh, India",1335.02
30-Sep-14,3-Sep-14,5-Sep-14,SCMS from RDC,8.11,0.14,60,Air Charter,ARV,"Aurobindo Unit III, India",26731
30-Sep-14,3-Sep-14,5-Sep-14,SCMS from RDC,6.73,0.11,60,Air Charter,ARV,"Aurobindo Unit III, India",61850
31-Oct-14,10-Oct-14,29-Oct-14,SCMS from RDC,5.58,0.09,60,Truck,ARV,"Aurobindo Unit III, India",4937.65
31-Dec-14,28-Oct-14,13-Nov-14,SCMS from RDC,3.78,0.13,30,Truck,ARV,Hetero Unit III Hyderabad IN,See DN-3944 (ID#:82733)
15-Oct-14,14-Oct-14,20-Oct-14,SCMS from RDC,5.09,0.08,60,Air,ARV,"Cipla, Patalganga, India",6220.48
31-Oct-14,2-Oct-14,22-Oct-14,SCMS from RDC,6.6,0.11,60,Truck,ARV,"Aurobindo Unit III, India",9410.57
31-Oct-14,2-Oct-14,22-Oct-14,SCMS from RDC,4.0,0.07,60,Truck,ARV,Mylan (formerly Matrix) Nashik,See DN-3951 (ID#:82735)
31-Dec-14,1-Dec-14,1-Dec-14,SCMS from RDC,4.64,0.15,30,Truck,ARV,Hetero Unit III Hyderabad IN,See DN-3957 (ID#:83283)
1-Oct-14,12-Nov-14,13-Nov-14,SCMS from RDC,2.26,0.04,60,Truck,ARV,"Aurobindo Unit III, India",23340.84
